,abstract,authors,comment,id,journal_ref,main_author,pdf_url,publish_date,term,terms,title,update_date,url
408,"NASA's Parker Solar Probe (Parker) spacecraft reached its first perihelion of 35.7 solar radii on November 5th, 2018. To aid in mission planning, and in anticipation of the unprecedented measurements to be returned, in late October, we developed a three-dimensional magnetohydrodynamic (MHD) solution for the solar corona and inner heliosphere, driven by the then available observations of the Sun's photospheric magnetic field. Our model incorporates a wave-turbulence-driven (WTD) model to heat the corona. Here, we present our predictions for the structure of the solar corona and the likely {\it in situ} measurements that Parker will be returning over the next few months. We infer that, in the days prior to 1st Encounter, Parker was immersed in wind emanating from a positive-polarity equatorial coronal hole. During the encounter, however, field lines from the spacecraft mapped to another, negative-polarity equatorial coronal hole. Following the encounter, Parker was magnetically connected to the large, positive-polarity northern polar coronal hole. When the Parker data become available, these model results can be used to assist in their calibration and interpretation, and, additionally, provide a global context for interpreting the localized {\it in situ} measurements. In particular, we can identify what types of solar wind Parker encountered, what the underlying magnetic structure was, and how complexities in the orbital trajectory can be interpreted within a global, inertial frame. Ultimately, the measurements returned by Parker can be used to constrain current theories for heating the solar corona and accelerating the solar wind.","Pete Riley, Cooper Downs, Jon A. Linker, Zoran Mikic, Roberto Lionello, Ronald M. Caplan",No comment found,1902.09673v2,No journal ref found,Ronald M. Caplan,http://arxiv.org/pdf/1902.09673v2,2019-02-26 00:32:26+00:00,physics.space-ph,physics.space-ph|astro-ph.SR,Predicting the Structure of the Solar Corona and Inner Heliosphere   during Parker Solar Probe's First Perihelion Pass,2019-06-03 18:49:26+00:00,http://arxiv.org/abs/1902.09673v2
409,"Weak lensing by large-scale structure is a powerful probe of cosmology and of the dark universe. This cosmic shear technique relies on the accurate measurement of the shapes and redshifts of background galaxies and requires precise control of systematic errors. The Monte Carlo Control Loops (MCCL) is a forward modelling method designed to tackle this problem. It relies on the Ultra Fast Image Generator (UFig) to produce simulated images tuned to match the target data statistically, followed by calibrations and tolerance loops. We present the first end-to-end application of this method, on the Dark Energy Survey (DES) Year 1 wide field imaging data. We simultaneously measure the shear power spectrum $C_{\ell}$ and the redshift distribution $n(z)$ of the background galaxy sample. The method includes maps of the systematic sources, Point Spread Function (PSF), an Approximate Bayesian Computation (ABC) inference of the simulation model parameters, a shear calibration scheme, and the fast estimation of the covariance matrix. We find a close statistical agreement between the simulations and the DES Y1 data using an array of diagnostics. In a non-tomographic setting, we derive a set of $C_\ell$ and $n(z)$ curves that encode the cosmic shear measurement, as well as the systematic uncertainty. Following a blinding scheme, we measure the combination of $\Omega_m$, $\sigma_8$, and intrinsic alignment amplitude $A_{\rm{IA}}$, defined as $S_8D_{\rm{IA}} = \sigma_8(\Omega_m/0.3)^{0.5}D_{\rm{IA}}$, where $D_{\rm{IA}}=1-0.11(A_{\rm{IA}}-1)$. We find $S_8D_{\rm{IA}}=0.895^{+0.054}_{-0.039}$, where systematics are at the level of roughly 60\% of the statistical errors. We discuss these results in the context of earlier cosmic shear analyses of the DES Y1 data. Our findings indicate that this method and its fast runtime offer good prospects for cosmic shear measurements with future wide-field surveys.","T. Kacprzak, J. Herbel, A. Nicola, R. Sgier, F. Tarsitano, C. Bruderer, A. Amara, A. Refregier, S. L. Bridle, A. Drlica-Wagner, D. Gruen, W. G. Hartley, B. Hoyle, L. F. Secco, J. Zuntz, J. Annis, S. Avila, E. Bertin, D. Brooks, E. Buckley-Geer, A. Carnero Rosell, M. Carrasco Kind, J. Carretero, L. N. da Costa, J. De Vicente, S. Desai, H. T. Diehl, P. Doel, J. García-Bellido, E. Gaztanaga, R. A. Gruendl, J. Gschwend, G. Gutierrez, D. L. Hollowood, K. Honscheid, D. J. James, M. Jarvis, M. Lima, M. A. G. Maia, J. L. Marshall, P. Melchior, F. Menanteau, R. Miquel, F. Paz-Chinchón, A. A. Plazas, E. Sanchez, V. Scarpine, S. Serrano, I. Sevilla-Noarbe, M. Smith, E. Suchyta, M. E. C. Swanson, G. Tarle, V. Vikram, J. Weller","31 pages, 15 figures, 2 tables",1906.01018v1,No journal ref found,J. Weller,http://arxiv.org/pdf/1906.01018v1,2019-06-03 18:28:47+00:00,astro-ph.CO,astro-ph.CO,Monte Carlo Control Loops for cosmic shear cosmology with DES Year 1,2019-06-03 18:28:47+00:00,http://arxiv.org/abs/1906.01018v1
410,"Herbig-Haro (HH) flows exhibit a large variety of morphological and kinematical structures such as bow shocks, Mach disks, and deflection shocks. Both proper motion (PM) and radial velocity investigations are essential to understand the physical nature of such structures. We investigate the kinematics and PM of spectrally separated structures in the FS~Tau~B HH flow. Collating these data makes it possible to understand the origin of these structures and to explain the unusual behavior of the jet. On the other hand, the study of emission profiles in the associated reflection nebulae allows us to consider the source of the outflow both from edge-on and pole-on points of view. We present the observational results obtained with the 6 m telescope at the Special Astrophysical Observatory of the Russian Academy of Sciences using the SCORPIO multimode focal reducer with a scanning Fabry-Perot interferometer. Two epochs of the observations of the FS~Tau~B region in H$\alpha$ emission (2001 and 2012) allowed us to measure the PM of the spectrally separated inner structures of the jet. In addition to already known emission structures in the FS~Tau~B system, we discover new features in the extended part of the jet and in the counter-jet. Moreover, we reveal a new HH knot in the HH~276 independent outflow system and point out its presumable source. In the terminal working surface of the jet, structures with different radial velocities have PMs of the same value. This result can be interpreted as the direct observation of bow-shock and Mach disk regions. A bar-like structure, located southwest from the source demonstrates zero PM and can be considered as one more example of deflection shock. An analysis of H$\alpha$ profiles in the reflection nebulae R1 and R3 indicates the uniqueness of this object, which can be studied in pole-on and edge-on directions simultaneously.","T. A. Movsessian, T. Yu. Magakian, A. N. Burenkov","8 pages, 11 figures",1906.01016v1,No journal ref found,A. N. Burenkov,http://arxiv.org/pdf/1906.01016v1,2019-06-03 18:24:22+00:00,astro-ph.SR,astro-ph.SR,Two epoch spectro-imagery of FS Tau B outflow system,2019-06-03 18:24:22+00:00,http://arxiv.org/abs/1906.01016v1
411,"We analyse the CO-dark molecular gas content of simulated molecular clouds from the SILCC-Zoom project. The simulations reach a resolution of 0.1 pc and include H$_2$ and CO formation, radiative stellar feedback and magnetic fields. CO-dark gas is found in regions with local visual extinctions $A_\text{V, 3D} \sim$ 0.2 -- 1.5, number densities of 3 -- 300 cm$^{-3}$ and gas temperatures of few 10 K -- 100 K. CO-bright gas is found at number densities above 300 cm$^{-3}$ and temperatures below 50 K. The CO-dark gas fractions range from 40% to 95% and scale inversely with the amount of well-shielded gas ($A_\text{V, 3D}$ $\gtrsim$ 1.5), which is smaller in magnetised molecular clouds. We show that the density, chemical abundances and $A_\text{V, 3D}$ along a given line-of-sight cannot be properly determined from projected quantities. As an example, we show that pixels with a projected visual extinction of $A_\text{V, 2D} \simeq$ 2.5 -- 5 can be both, CO-bright and CO-dark. By producing synthetic CO(1-0) emission maps of the simulations with RADMC-3D, we show that about 15 -- 65% of the H$_2$ is in regions with CO(1-0) emission below the detection limit. The simulated clouds have $X_\text{CO}$-factors around 1.5 $\times$ 10$^{20}$ cm$^{-2}$ (K km s$^{-1}$)$^{-1}$ with a spread of up to a factor $\sim$ 4, implying a similar uncertainty in the derived total H$_2$ masses and even worse results for individual pixels. Based on our results, we suggest a new approach to determine the H$_2$ mass, which relies on the availability of CO(1-0) emission and $A_\text{V, 2D}$ maps. It reduces the uncertainty of the clouds' overall H$_2$ mass to a factor of $\lesssim$ 1.8 and for individual pixels, i.e. on sub-pc scales, to a factor of $\lesssim$ 3.","D. Seifried, S. Haid, S. Walch, E. M. Borchert, T. G. Bisbas","18 pages, 16 figures, submitted to MNRAS, comments are welcome",1906.01015v1,No journal ref found,T. G. Bisbas,http://arxiv.org/pdf/1906.01015v1,2019-06-03 18:20:23+00:00,astro-ph.GA,astro-ph.GA|astro-ph.SR,SILCC-Zoom: H$_2$ and CO-dark gas in molecular clouds -- The impact of   feedback and magnetic fields,2019-06-03 18:20:23+00:00,http://arxiv.org/abs/1906.01015v1
412,"Possible existence of extragalactic ultra-high energy cosmic ray sources giving a very small particle flux on the Earth is considered. Accretion discs around supermassive black holes where particles are accelerated in electric fields are discussed as an illustration of such sources. Due to acceleration mechanism particle injection spectra are assumed to be hard. In this case particle flux on the Earth is too low for detection. But particles produce in space a noticeable flux of diffuse gamma-ray emission via electromagnetic cascades. It should be accounted for when analyzing other source models and dark matter models. Also neutrinos are produced in cascades, and at energies E >10^19 eV cascade neutrino spectra depends on injection spectra. Therefore it is proposed to study cosmic ray sources under consideration using data on gamma-ray and neutrino emission.",A. Uryson,"8 pages, 2 figures",1906.01014v1,No journal ref found,A. Uryson,http://arxiv.org/pdf/1906.01014v1,2019-06-03 18:19:23+00:00,astro-ph.HE,astro-ph.HE,Extragalactic cosmic ray sources with very small contribution in the   particle flux on the Earth and their study,2019-06-03 18:19:23+00:00,http://arxiv.org/abs/1906.01014v1
413,"We investigate the impact of dynamical streams and substructure on estimates of the local escape speed and total mass of Milky Way-mass galaxies from modelling the high velocity tail of local halo stars. We use a suite of high-resolution, magneto-hydrodynamical cosmological zoom-in simulations, which resolve phase space substructure in local volumes around solar-like positions. We show that phase space structure varies significantly between positions in individual galaxies and across the suite. Substructure populates the high velocity tail unevenly and leads to discrepancies in the mass estimates. We show that a combination of streams, sample noise and truncation of the high velocity tail below the escape speed leads to a distribution of mass estimates with a median that falls below the true value by $\sim 20 \%$, and a spread of a factor of 2 across the suite. Correcting for these biases, we derive a revised value for the Milky Way mass presented in Deason et al. of $1.29 ^{+0.37}_{-0.47} \times 10^{12}$ $\rm M_{\odot}$.","Robert J. J. Grand, Alis J. Deason, Simon D. M. White, Christine M. Simpson, Facundo A. Gómez, Federico Marinacci, Ruediger Pakmor","Accepted to the Monthly Notices of the Royal Astronomical Society,
  Letters, with minor revision",1905.09834v2,No journal ref found,Ruediger Pakmor,http://arxiv.org/pdf/1905.09834v2,2019-05-23 18:00:01+00:00,astro-ph.GA,astro-ph.GA|astro-ph.CO,The effects of dynamical substructure on Milky Way mass estimates from   the high velocity tail of the local stellar halo,2019-06-03 18:12:37+00:00,http://arxiv.org/abs/1905.09834v2
414,"We have constructed the Spectral Energy Distributions (SEDs) of a sample of Blue Straggler Stars (BSSs) in the core of the globular cluster 47 Tucanae, taking advantage of the large set of high resolution images, ranging from the ultraviolet to the near infrared, obtained with the ACS/HRC camera of the Hubble Space Telescope. Our final BSS sample consists of 22 objects, spanning the whole color and magnitude extension of the BSS sequence in 47 Tucanae. We fitted the BSS broadband SEDs with models to derive temperature, surface gravity, radius, luminosity and mass. We show that BSSs indeed define a mass sequence, where the mass increases for increasing luminosity. Interestingly, the BSS masses estimates from the SED fitting turn out to be comparable to those derived from the projection of the stellar position in the color-magnitude diagram onto standard star evolutionary tracks. We compare our results with previous, direct mass estimates of a few BSSs in 47 Tucanae. We also find a couple of supermassive BSS candidates, i.e., BSSs with a mass larger than twice the turn-off mass, the formation of which must have involved more than two progenitors.","S. Raso, C. Pallanca, F. R. Ferraro, B. Lanzoni, A. Mucciarelli, L. Origlia, E. Dalessandro, A. Bellini, M. Libralato, J. Anderson, -","19 pages, 12 figures, 3 tables, accepted for publication in ApJ",1906.01002v1,No journal ref found,-,http://arxiv.org/pdf/1906.01002v1,2019-06-03 18:09:52+00:00,astro-ph.SR,astro-ph.SR|astro-ph.GA,Spectral Energy Distribution of Blue Stragglers in the core of 47   Tucanae,2019-06-03 18:09:52+00:00,http://arxiv.org/abs/1906.01002v1
415,"We study the evolution of spatially flat FLRW universe for chaotic and Starobinsky potentials in the framework of modified loop quantum cosmologies. These models result in a non-singular bounce as in loop quantum cosmology, but with far more complex modified Friedmann dynamics with higher order than quadratic terms in energy density. For the kinetic energy dominated bounce, we obtain analytical solutions using different approximations and compare with numerical evolution for various physical variables. The relative error turns out to be less than 0.3% in the bounce regime for both of the potentials. Generic features of dynamics, shared with loop quantum cosmology, are established using analytical and numerical solutions. Detailed properties of three distinct phases in dynamics separating bounce regime, transition stage and inflationary phase are studied. We compute the probability for inflation to occur and as in loop quantum cosmology, find a very large probability for the universe to undergo inflation.","Bao-Fei Li, Parampreet Singh, Anzhong Wang","24 pages, 16 figures",1906.01001v1,No journal ref found,Anzhong Wang,http://arxiv.org/pdf/1906.01001v1,2019-06-03 18:09:34+00:00,gr-qc,gr-qc|astro-ph.CO,Genericness of pre-inflationary dynamics and probability of slow-roll   inflation in modified loop quantum cosmologies,2019-06-03 18:09:34+00:00,http://arxiv.org/abs/1906.01001v1
416,"Previous estimates of the annual mean surface temperature of Jupiter's moon, Europa, neglected the effect of the eccentricity of Jupiter's orbit around the Sun, the effect of the emissivity and heat capacity of Europa's ice, the effect of the eclipse of Europa (i.e., the relative time that Europa is within the shadow of Jupiter), the effect of Jupiter's radiation, and the effect of Europa's internal heating. Other studies concentrated on the diurnal cycle but neglected some of the above factors. In addition, to our knowledge, the seasonal cycle of the surface temperature of Europa was not estimated. Here we systematically estimate the diurnal, seasonal and annual mean surface temperature of Europa, when Europa's obliquity, emissivity, heat capacity, and eclipse, as well as Jupiter's radiation, internal heating, and eccentricity, are all taken into account. For a typical internal heating rate of 0.05 W m$^{-2}$, the equator, pole, and the global and mean annual mean surface temperatures are 96K, 46K, and 90K, respectively. We found that the temperature at the high latitudes is significantly affected by the internal heating, especially during the winter solstice, suggesting that measurements of high latitude surface temperatures can be used to constrain the internal heating. We also estimate the incoming solar radiation to Enceladus, the moon of Saturn.",Yosef Ashkenazy,No comment found,1608.07372v6,No journal ref found,Yosef Ashkenazy,http://arxiv.org/pdf/1608.07372v6,2016-08-26 07:05:05+00:00,astro-ph.EP,astro-ph.EP,The surface temperature of Europa,2019-06-03 18:06:02+00:00,http://arxiv.org/abs/1608.07372v6
417,"We study the power spectrum of dark matter density fluctuations in the framework of the Effective Field Theory of Large Scale Structures (EFTofLSS) up to three loop orders. In principle, several counter-terms may be needed to handle the short-distance sensitivity in perturbation theory. However, we show that a small number of extra coefficients are sufficient to match numerical simulations with percent accuracy when a generic renormalization prescription is implemented (allowing for running of the individual counter-terms). We show that the level of accuracy increases with respect to the two loop results, up to $k \simeq 0.4\, h$Mpc$^{-1}$ at redshift $z=0$, although the overall improvement is somewhat marginal. At the same time, we argue there is evidence that the behavior of the loop expansion in the EFTofLSS is typical of an asymptotic series, already on the brink of its maximum predictive power (at $z=0$). Hence, the inclusion of higher orders will likely deteriorate the matching to data, even at moderate values of $k$. Part of the reason for this behavior is due to large contributions to the (renormalized) power spectrum at three loop order from mildly non-linear scales, even after the UV counter-terms are included. In conclusion, the EFTofLSS to three loop orders provides the best approximation to the (deterministic part of the) power spectrum in the weakly non-linear regime at $z=0$, and higher loops are not expected to improve our level of accuracy.","Thomas Konstandin, Rafael A. Porto, Henrique Rubira","25 pages, 15 figs",1906.00997v1,No journal ref found,Henrique Rubira,http://arxiv.org/pdf/1906.00997v1,2019-06-03 18:03:03+00:00,astro-ph.CO,astro-ph.CO|gr-qc|hep-th,The Effective Field Theory of Large Scale Structure at Three Loops,2019-06-03 18:03:03+00:00,http://arxiv.org/abs/1906.00997v1
418,"We present a novel approach aimed at identifying the key chemical elements to search for the (missing) descendants of very massive first stars exploding as Pair Instability Supernovae (PISN). Our simple and general method consists in a parametric study accounting for the unknowns related to early cosmic star-formation and metal-enrichment. Our approach allow us to define the most likely [Fe/H] and abundance ratios of long-lived stars born in inter-stellar media polluted by the nucleosynthetic products of PISN at a > 90%, 70%, and 50% level. In agreement with previous works, we show that the descendants of very massive first stars can be most likely found at [Fe/H]~ -2. Further, we demonstrate that to search for an under-abundance of [(N, Cu, Zn)/Fe] < 0 is the key to identify these rare descendants. The ""killing elements"" N, Zn, and Cu are not produced by PISN, so that their sub-Solar abundance with respect to iron persists in environments polluted by further generations of normal core-collapse supernovae up to a 50% level. We show that the star BD +80 245, which has [Fe/H]= -2.2, [N/Fe]= -0.79, [Cu/Fe]=-0.75, and [Zn/Fe]= -0.12 can be the smoking gun of the chemical imprint from very massive first stars. To this end we acquired new spectra for BD +80 245 and re-analysed those available from the literature accounting for Non-Local Thermodynamic Equilibrium corrections for Cu. We discuss how to find more of these missing descendants in ongoing and future surveys to tightly constrain the mass distribution of the first stars.","S. Salvadori, P. Bonifacio, E. Caffau, S. Korotin, S. Andreevsky, M. Spite, A. Skuladottir","30 pages, 22 Figures, published by MNRAS",1906.00994v1,No journal ref found,A. Skuladottir,http://arxiv.org/pdf/1906.00994v1,2019-06-03 18:00:27+00:00,astro-ph.GA,astro-ph.GA,Probing the existence of very massive first stars,2019-06-03 18:00:27+00:00,http://arxiv.org/abs/1906.00994v1
419,"We report the first Atacama large millimeter/submillimeter array observations of MCG-03-58-007, a local ($z=0.03236\pm0.00002$, this work) AGN ($L_{AGN}\sim10^{45}~\rm erg~s^{-1}$), hosting a powerful X-ray ultra-fast ($v=0.1c$) outflow (UFO). The CO(1-0) line emission is observed across $\sim18\,$kpc scales with a resolution of $\sim 1\,\rm kpc$. About 78\% of the CO(1-0) luminosity traces a galaxy-size rotating disk. However, after subtracting the emission due to such rotating disk, we detect with a S/N=20 a residual emission in the central $\sim 4\,$kpc. Such residuals may trace a low velocity ($v_{max}=170\,\rm km\,s^{-1}$) outflow. We compare the momentum rate and kinetic power of such putative molecular outflow with that of the X-ray UFO and find that its energetics would be consistent with a momentum-driven blast-wave feedback model with $\dot{P}_{out}/\dot{P}_{UFO}=0.3\pm0.2$. This result is at odds with the energy-conserving scenario suggested by the momentum-boosted massive molecular outflows detected in some local ULIRGs. An alternative interpretation of the residual CO emission would be a compact rotating structure, distinct from the main disk, which would be a factor of $\sim10-100$ more extended and massive than typical circumnuclear disks revealed in Seyferts. However, in both scenarios, our results rule out the hypothesis of a momentum-boosted molecular outflow in this AGN, despite the presence of a powerful X-ray UFO. [Abridged]","Mattia Sirressi, Claudia Cicone, Paola Severgnini, Valentina Braito, Massimo Dotti, Roberto Della Ceca, James Reeves, Gabriele Matzeu, Cristian Vignali, Lucia Ballo","Submitted to MNRAS. 13 pages, 11 figures",1906.00985v1,No journal ref found,Lucia Ballo,http://arxiv.org/pdf/1906.00985v1,2019-06-03 18:00:09+00:00,astro-ph.GA,astro-ph.GA,Testing the blast-wave AGN feedback scenario in MCG-03-58-007,2019-06-03 18:00:09+00:00,http://arxiv.org/abs/1906.00985v1
420,"Core-collapse supernovae presumably explode because trapped neutrinos push the material out of the stellar envelope. This process is directly controlled by the weak scale $v$: we argue that supernova explosions happen only if fundamental constants are tuned within a factor of few as $v \sim \Lambda_{\rm QCD}^{3/4} M_{\rm Pl}^{1/4}$, such that neutrinos are trapped in supernovae for a time comparable to the gravitational time-scale. We provide analytic arguments and simulations in spherical approximation, that need to be validated by more comprehensive simulations. The above result can be important for fundamental physics, because core-collapse supernova explosions seem anthropically needed, as they spread intermediate-mass nuclei presumably necessary for `life'. We also study stellar burning, finding that it does not provide anthropic boundaries on $v$.","Guido D'Amico, Alessandro Strumia, Alfredo Urbano, Wei Xue","24 pages, 7 figures",1906.00986v1,No journal ref found,Wei Xue,http://arxiv.org/pdf/1906.00986v1,2019-06-03 18:00:09+00:00,astro-ph.HE,astro-ph.HE|astro-ph.SR|hep-ph|hep-th,Direct anthropic bound on the weak scale from supernovae explosions,2019-06-03 18:00:09+00:00,http://arxiv.org/abs/1906.00986v1
421,"We propose a mechanism of elementary thermal dark matter with mass up to $10^{14}$ GeV, within a standard cosmological history, whose relic abundance is determined solely by its interactions with the Standard Model, without violating the perturbative unitarity bound. The dark matter consists of many nearly degenerate particles which scatter with the Standard Model bath in a nearest-neighbor chain, and maintain chemical equilibrium with the Standard Model bath by in-equilibrium decays and inverse decays. The phenomenology includes super heavy elementary dark matter and heavy relics that decay at various epochs in the cosmological history, with implications for CMB, structure formation and cosmic ray experiments.","Hyungjin Kim, Eric Kuflik","6+1 pages, 2 figures",1906.00981v1,No journal ref found,Eric Kuflik,http://arxiv.org/pdf/1906.00981v1,2019-06-03 18:00:05+00:00,hep-ph,hep-ph|astro-ph.CO,Super heavy thermal dark matter,2019-06-03 18:00:05+00:00,http://arxiv.org/abs/1906.00981v1
422,"We investigate Extremely Red Quasars (ERQs), a remarkable population of heavily-reddened quasars at redshift z$\sim$2 - 3 that might be caught during a short-lived 'blow-out' phase of quasar/galaxy evolution. We perform a near-IR observational campaign using Keck/NIRSPEC, VLT/X-shooter and Gemini/GNIRS to measure rest-frame optical spectra of 28 ERQs with median infrared luminosity $\langle$log L(erg/s)$\rangle$ $\sim$46.2. They exhibit the broadest and most blue-shifted [OIII] $\lambda$4959,5007 emission lines ever reported, with widths (w90) ranging between 2053 and 7227 km/s, and maximum outflow speeds (v98) up to 6702 km/s. ERQs on average have [OIII] outflows velocities about 3 times larger than those of luminosity-matched blue quasar samples. We show that the faster [OIII] outflows in ERQs are strongly correlated with their extreme red colors and not with radio-loudness, larger quasar luminosities, nor higher Eddington ratios. We estimate for these objects that at least 3-5 per cent of their bolometric luminosity is being converted into the kinetic power of the observed wind. Our results reveal that ERQs have the potential to strongly affect the evolution of host galaxies.","S. Perrotta, F. Hamann, N. L. Zakamska, R. M. Alexandroff, D. Rupke, D. Wylezalek","25 pages, 10 figures, Submitted to MNRAS",1906.00980v1,No journal ref found,D. Wylezalek,http://arxiv.org/pdf/1906.00980v1,2019-06-03 18:00:04+00:00,astro-ph.GA,astro-ph.GA,ERQs are the BOSS of Quasar Samples: The Highest-Velocity [OIII] Quasar   Outflows,2019-06-03 18:00:04+00:00,http://arxiv.org/abs/1906.00980v1
423,"Using high-cadence observations from the Zwicky Transient Facility at low Galactic latitudes, we have discovered a new class of pulsating, hot, compact stars. We have found four candidates, exhibiting blue colors ($g-r\leq-0.1$ mag), pulsation amplitudes of $>5\%$, and pulsation periods of $200 - 475$ sec. Fourier transforms of the lightcurves show only one dominant frequency. Phase-resolved spectroscopy for three objects reveals significant radial velocity, T$_{\rm eff}$ and log(g) variations over the pulsation cycle, consistent with large amplitude radial oscillations. The mean T$_{\rm eff}$ and log(g) for these stars are consistent with hot subdwarf B (sdB) effective temperatures and surface gravities. We calculate evolutionary tracks using MESA and adiabatic pulsations using GYRE for low-mass helium-core pre-white dwarfs and low mass helium-burning stars. Comparison of low-order radial oscillation mode periods with the observed pulsation periods show better agreement with the pre-white dwarf models. Therefore, we suggest that these new pulsators and Blue Large-Amplitude Pulsators (BLAPs) could be members of the same class of pulsators, composed of young $\approx0.25-0.35$ M$_\odot$ helium-core pre-white dwarfs.","Thomas Kupfer, Evan B. Bauer, Kevin B. Burdge, Eric C. Bellm, Lars Bildsten, Jim Fuller, JJ Hermes, Shrinivas R. Kulkarni, Thomas A. Prince, Jan van Roestel, Richard Dekany, Dmitry A. Duev, Michael Feeney, Matteo Giomi, Matthew J. Graham, Stephen Kaye, Russ R. Laher, Frank J. Masci, Michael Porter, Reed Riddle, David L. Shupe, Roger M. Smith, Maayane T. Soumagnac, Paula Szkody, Charlotte Ward","accepted for publication in ApJL, 9 pages, 3 figures and 2 tables",1906.00979v1,No journal ref found,Charlotte Ward,http://arxiv.org/pdf/1906.00979v1,2019-06-03 18:00:04+00:00,astro-ph.GA,astro-ph.GA|astro-ph.HE|astro-ph.SR,A new class of pulsating hot subdwarfs,2019-06-03 18:00:04+00:00,http://arxiv.org/abs/1906.00979v1
424,"The recently discovered discrepancy between galaxy mass measurements from weak lensing and predictions from abundance matching questions our understanding of cosmology, or of the galaxy-halo connection, or of both. We re-examined this tension by considering, as models, different cosmological simulations in the Illustris suite. We produced excess profiles $R\Delta\Sigma$ from subhalo snapshots at different redshifts in Illustris-1 and IllustrisTNG (TNG100 and TNG300) simulations, enabling a direct comparison with weak-lensing measurements. We separate the individual contributions of stars, dark matter and gas within $\approx1$ Mpc (comoving length), beyond which correlated two-halo terms dominate. The mismatch between measurements and predictions is more severe than in previous studies: $R\Delta\Sigma$ profiles from IllustrisTNG are $\approx2$ times higher than the measured ones. Contrary to abundance matching results, the mismatch is mostly unchanged with increasing redshifts. The contribution of gas to the $R\Delta\Sigma$ profiles is $5-10\%$ over the scales dominated by one-halo terms. Different procedures to link stellar and halo masses (abundance matching, cosmological simulations) are still significantly discrepant with weak lensing measurements, but their trends are different. Therefore, the change in cosmological parameters advocated through abundance-matching arguments may not resolve this tension. Also, current criteria to select isolated massive galaxies in simulations are susceptible to resolution issues and may not correspond to observational criteria. The (currently subdominant) contribution of gas is non-negligible, and even if the major discrepancy within stellar and halo masses is resolved, it will be an appreciable source of systematics in the LSST era, when uncertainties on the $R\Delta\Sigma$ profiles are expected to be $\approx10$ times smaller.","Jacob Svensmark, Davide Martizzi, Adriano Agnello",Submitted to A&A,1906.00975v1,No journal ref found,Adriano Agnello,http://arxiv.org/pdf/1906.00975v1,2019-06-03 18:00:02+00:00,astro-ph.CO,astro-ph.CO|astro-ph.GA,On the mass mismatch between simulations and weak-lensing measurements,2019-06-03 18:00:02+00:00,http://arxiv.org/abs/1906.00975v1
425,"We perform a semi-automated search for strong gravitational lensing systems in the 9,000 deg$^2$ Dark Energy Camera Legacy Survey (DECaLS), part of the DESI Legacy Imaging Surveys (Dey et al.). The combination of the depth and breadth of these surveys are unparalleled at this time, making them particularly suitable for discovering new strong gravitational lensing systems. We adopt the deep residual neural network architecture (He et al.) developed by Lanusse et al. for the purpose of finding strong lenses in photometric surveys. We compile a training set that consists of known lensing systems in the Legacy Surveys and DES as well as non-lenses in the footprint of DECaLS. In this paper we show the results of applying our trained neural network to the cutout images centered on galaxies typed as ellipticals (Lang et al.) in DECaLS. The images that receive the highest scores (probabilities) are visually inspected and ranked. Here we present 335 candidate strong lensing systems, identified for the first time.","X. Huang, M. Domingo, A. Pilon, V. Ravi, C. Storfer, D. J. Schlegel, S. Bailey, A. Dey, D. Herrera, S. Juneau, M. Landriau, D. Lang, A. Meisner, J. Moustakas, A. D. Myers, E. F. Schlafly, F. Valdes, B. A. Weaver, J. Yang, C. Yeche","Submitted to ApJ on May 20, 2019. 26 pages, 4 figures",1906.00970v1,No journal ref found,C. Yeche,http://arxiv.org/pdf/1906.00970v1,2019-06-03 18:00:01+00:00,astro-ph.GA,astro-ph.GA|astro-ph.CO,Finding Strong Gravitational Lenses in the DESI DECam Legacy Survey,2019-06-03 18:00:01+00:00,http://arxiv.org/abs/1906.00970v1
426,"We report the Atacama Large Millimeter/submillimeter Array (ALMA) observations of the metal rich host galaxy of superluminous supernova (SLSN) PTF10tpz, a barred spiral galaxy at z=0.03994. We find the CO(1-0) emission to be confined within the bar of the galaxy. The distribution and kinematics of molecular gas in the host galaxy resemble gas flows along two lanes running from the tips of the bar towards the galaxy center. These gas lanes end in a gaseous structure in the inner region of the galaxy, likely associated with an inner Lindblad resonance. The interaction between the large-scale gas flows in the bar and the gas in the inner region plausibly leads to the formation of massive molecular clouds and consequently massive clusters. This in turn can result in formation of massive stars, and thus the likely progenitor of the SLSN in a young, massive cluster. This picture is consistent with SLSN PTF10tpz being located near the inner structure. We find the molecular gas in the vicinity of the SLSN to have high surface densities, comparable with those in interacting galaxies or starburst regions in nearby galaxies. This lends support to high densities being favorable conditions for formation of SLSNe progenitors.","M. Arabsalmani, S. Roychowdhury, F. Renaud, D. Cormier, E. Le Floc'h, E. Emsellem, D. A. Perley, M. A. Zwaan, F. Bournaud, V. Arumugam, P. Møller",Accepted for publication in the Astrophysical Journal (ApJ),1906.00972v1,No journal ref found,P. Møller,http://arxiv.org/pdf/1906.00972v1,2019-06-03 18:00:01+00:00,astro-ph.GA,astro-ph.GA|astro-ph.HE|astro-ph.SR,A superluminous supernova in high surface density molecular gas within   the bar of a metal-rich galaxy,2019-06-03 18:00:01+00:00,http://arxiv.org/abs/1906.00972v1
